project_project_id,cases_case_id,cases_submitter_id,samples_sample_id,samples_submitter_id,portions_portion_id,portions_submitter_id,analytes_a260_a280_ratio,analytes_amount,analytes_analyte_id,analytes_analyte_quantity,analytes_analyte_type,analytes_analyte_type_id,analytes_analyte_volume,analytes_concentration,analytes_experimental_protocol_type,analytes_normal_tumor_genotype_snp_match,analytes_ribosomal_rna_28s_16s_ratio,analytes_rna_integrity_number,analytes_spectrophotometer_method,analytes_state,analytes_submitter_id,analytes_well_number
TCGA-SKCM,5564e6a7-2195-4b0d-994e-b0617b58e889,TCGA-3N-A9WB,5b0c4070-1e90-4562-85e3-96dd34444e29,TCGA-3N-A9WB-06A,621c1083-5643-4e4e-ad36-581a51ba59c7,TCGA-3N-A9WB-06A-11,1.86,,ab9fd37a-493c-4a6b-8e84-a9b5d8377b7a,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.1,8.2,UV Spec,released,TCGA-3N-A9WB-06A-11R,
TCGA-SKCM,d6283ab0-9019-4ad2-93aa-2e6b39cd9641,TCGA-EE-A3J5,19787591-5edb-4224-a860-85aacab17b5c,TCGA-EE-A3J5-10A,f4dc701e-a59f-4701-85d2-f5d8158663d4,TCGA-EE-A3J5-10A-01,,,6058d967-0aa6-4672-80c0-f9ea602b6053,,DNA,D,,0.14,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-EE-A3J5-10A-01D,
TCGA-SKCM,d6283ab0-9019-4ad2-93aa-2e6b39cd9641,TCGA-EE-A3J5,19787591-5edb-4224-a860-85aacab17b5c,TCGA-EE-A3J5-10A,f4dc701e-a59f-4701-85d2-f5d8158663d4,TCGA-EE-A3J5-10A-01,,,652bdda8-48e9-4cb7-8984-d95a5b782123,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A3J5-10A-01W,
TCGA-SKCM,d6283ab0-9019-4ad2-93aa-2e6b39cd9641,TCGA-EE-A3J5,5f915d13-4c74-43a6-bcdd-d0b1596e817f,TCGA-EE-A3J5-06A,4a737740-579e-4849-abea-afa7f00d50b0,TCGA-EE-A3J5-06A-11,1.82,,5e6c716d-75a4-4096-8db5-d07f2d21a5c7,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.5,9.0,UV Spec,released,TCGA-EE-A3J5-06A-11R,
TCGA-SKCM,d6283ab0-9019-4ad2-93aa-2e6b39cd9641,TCGA-EE-A3J5,5f915d13-4c74-43a6-bcdd-d0b1596e817f,TCGA-EE-A3J5-06A,4a737740-579e-4849-abea-afa7f00d50b0,TCGA-EE-A3J5-06A-11,,,d471b017-9c68-45d2-a216-6505ab554aed,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A3J5-06A-11W,
TCGA-SKCM,d6283ab0-9019-4ad2-93aa-2e6b39cd9641,TCGA-EE-A3J5,5f915d13-4c74-43a6-bcdd-d0b1596e817f,TCGA-EE-A3J5-06A,4a737740-579e-4849-abea-afa7f00d50b0,TCGA-EE-A3J5-06A-11,,,fece9a85-a235-4003-ae34-2cb84b321a20,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EE-A3J5-06A-11D,
TCGA-SKCM,a5ab4498-8721-40ea-8ee4-fc1a6d05721d,TCGA-BF-AAP6,e7f8da1a-e0de-4794-befe-fda167720d38,TCGA-BF-AAP6-01A,0cad03fb-1695-4728-8602-f9551a872183,TCGA-BF-AAP6-01A-11,,,06453774-74b6-49b9-b43c-728fd4c2400e,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP6-01A-11D,
TCGA-SKCM,a5ab4498-8721-40ea-8ee4-fc1a6d05721d,TCGA-BF-AAP6,e7f8da1a-e0de-4794-befe-fda167720d38,TCGA-BF-AAP6-01A,0cad03fb-1695-4728-8602-f9551a872183,TCGA-BF-AAP6-01A-11,1.9,,faa59d71-56ef-4c41-bca8-29c3e8c97c42,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.88,9.5,UV Spec,released,TCGA-BF-AAP6-01A-11R,
TCGA-SKCM,a5ab4498-8721-40ea-8ee4-fc1a6d05721d,TCGA-BF-AAP6,ff00776f-1571-4b27-b7ca-779be5d3990d,TCGA-BF-AAP6-10A,95a84173-e6f0-4c97-b93b-c604589be16a,TCGA-BF-AAP6-10A-01,,,8f994ff9-b96b-4d54-a4e5-a687767a82af,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP6-10A-01D,
TCGA-SKCM,6a1966c3-7f01-4304-b4a1-c4ef683b179a,TCGA-FS-A1Z0,5b0f64d4-6052-4465-8ad9-058556ec9aa3,TCGA-FS-A1Z0-06A,c780bdcb-475b-49b9-8ff4-389363637ceb,TCGA-FS-A1Z0-06A-11,,,994224ed-837d-4860-b2b9-2c494cba5fe5,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FS-A1Z0-06A-11D,
TCGA-SKCM,d7e86c99-a716-48b8-b067-e73d68b14dee,TCGA-BF-A3DN,b9c6f418-329f-41c8-8ead-ec708b4816c2,TCGA-BF-A3DN-10A,36bdc720-6bfa-427f-9ed5-55d356f164aa,TCGA-BF-A3DN-10A-01,,,0c8498ec-8cee-4e4c-84fb-ebf53e21c8e0,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A3DN-10A-01D,
TCGA-SKCM,d7e86c99-a716-48b8-b067-e73d68b14dee,TCGA-BF-A3DN,b9c6f418-329f-41c8-8ead-ec708b4816c2,TCGA-BF-A3DN-10A,36bdc720-6bfa-427f-9ed5-55d356f164aa,TCGA-BF-A3DN-10A-01,,,a6e7dd88-6eb9-45b8-a0da-894f1a9a53e6,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A3DN-10A-01W,
TCGA-SKCM,d7e86c99-a716-48b8-b067-e73d68b14dee,TCGA-BF-A3DN,d5d00662-3e0c-47eb-a07d-e1b064576323,TCGA-BF-A3DN-01A,818a9350-56f2-4964-a382-05413fcbe20d,TCGA-BF-A3DN-01A-11,1.77,,0feff6d2-ae72-476f-b30d-62f65794281f,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.8,9.3,UV Spec,released,TCGA-BF-A3DN-01A-11R,
TCGA-SKCM,d7e86c99-a716-48b8-b067-e73d68b14dee,TCGA-BF-A3DN,d5d00662-3e0c-47eb-a07d-e1b064576323,TCGA-BF-A3DN-01A,818a9350-56f2-4964-a382-05413fcbe20d,TCGA-BF-A3DN-01A-11,,,5cd8e67f-f285-41ef-ad54-c1e8a70124ce,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A3DN-01A-11W,
TCGA-SKCM,d7e86c99-a716-48b8-b067-e73d68b14dee,TCGA-BF-A3DN,d5d00662-3e0c-47eb-a07d-e1b064576323,TCGA-BF-A3DN-01A,818a9350-56f2-4964-a382-05413fcbe20d,TCGA-BF-A3DN-01A-11,,,9a22b916-69a3-44d4-8ed9-830d7e414d84,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A3DN-01A-11D,
TCGA-SKCM,236ef9ca-9362-44f3-a36b-2a19509bab9d,TCGA-EB-A4OZ,180b9a9e-358a-4d7e-b7f8-b8aede81d16d,TCGA-EB-A4OZ-10A,9880ab14-feb8-419a-adc6-ba6ab77bd4f7,TCGA-EB-A4OZ-10A-01,,,e7a081f4-350a-49b0-9e28-1e969897bf10,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4OZ-10A-01D,
TCGA-SKCM,236ef9ca-9362-44f3-a36b-2a19509bab9d,TCGA-EB-A4OZ,70a845e0-ac4c-4f34-8384-87f990021cf5,TCGA-EB-A4OZ-01A,47a4916e-f62d-42c9-9124-444f4562f0fe,TCGA-EB-A4OZ-01A-12,,,623fb472-f87c-437e-b16b-903ae40b76d2,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4OZ-01A-12D,
TCGA-SKCM,236ef9ca-9362-44f3-a36b-2a19509bab9d,TCGA-EB-A4OZ,70a845e0-ac4c-4f34-8384-87f990021cf5,TCGA-EB-A4OZ-01A,47a4916e-f62d-42c9-9124-444f4562f0fe,TCGA-EB-A4OZ-01A-12,,,ab20ea23-173c-4a5a-a9f4-bf5f3182f02e,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A4OZ-01A-12W,
TCGA-SKCM,236ef9ca-9362-44f3-a36b-2a19509bab9d,TCGA-EB-A4OZ,70a845e0-ac4c-4f34-8384-87f990021cf5,TCGA-EB-A4OZ-01A,47a4916e-f62d-42c9-9124-444f4562f0fe,TCGA-EB-A4OZ-01A-12,1.85,,c98d038e-ffd0-449c-8221-2b475939fa28,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,0.49,7.0,UV Spec,released,TCGA-EB-A4OZ-01A-12R,
TCGA-SKCM,236ef9ca-9362-44f3-a36b-2a19509bab9d,TCGA-EB-A4OZ,180b9a9e-358a-4d7e-b7f8-b8aede81d16d,TCGA-EB-A4OZ-10A,9880ab14-feb8-419a-adc6-ba6ab77bd4f7,TCGA-EB-A4OZ-10A-01,,,a86f68eb-70fe-4c9f-bdb1-2c5bdee3dccf,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A4OZ-10A-01W,
TCGA-SKCM,6a1966c3-7f01-4304-b4a1-c4ef683b179a,TCGA-FS-A1Z0,5b0f64d4-6052-4465-8ad9-058556ec9aa3,TCGA-FS-A1Z0-06A,c780bdcb-475b-49b9-8ff4-389363637ceb,TCGA-FS-A1Z0-06A-11,1.86,,db3bdea8-deab-49fb-b00a-bdb57b84fe9c,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.8,8.5,UV Spec,released,TCGA-FS-A1Z0-06A-11R,
TCGA-SKCM,6a1966c3-7f01-4304-b4a1-c4ef683b179a,TCGA-FS-A1Z0,5b0f64d4-6052-4465-8ad9-058556ec9aa3,TCGA-FS-A1Z0-06A,c780bdcb-475b-49b9-8ff4-389363637ceb,TCGA-FS-A1Z0-06A-11,,,fe049ce4-02a7-4af0-9d41-2c080518a557,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FS-A1Z0-06A-11W,
TCGA-SKCM,b2fbea07-eede-4ab1-994a-da26583a5106,TCGA-XV-AAZY,66d486e8-9c2d-4938-9264-2beb7c5cb1f8,TCGA-XV-AAZY-10A,b1e4f55b-3b8a-4a17-9339-a50ece43f6f3,TCGA-XV-AAZY-10A-01,,,dc73b824-1bf8-4d46-8684-35fc57c2b72f,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-AAZY-10A-01D,
TCGA-SKCM,b2fbea07-eede-4ab1-994a-da26583a5106,TCGA-XV-AAZY,89b2d64f-450f-4fbd-8a89-5b81792e67fa,TCGA-XV-AAZY-01A,a81d8eb0-735b-4845-8af0-0b1bc888e445,TCGA-XV-AAZY-01A-12,,,29b976e3-a52c-4c87-85c3-c796b37c6906,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-AAZY-01A-12D,
TCGA-SKCM,b2fbea07-eede-4ab1-994a-da26583a5106,TCGA-XV-AAZY,89b2d64f-450f-4fbd-8a89-5b81792e67fa,TCGA-XV-AAZY-01A,a81d8eb0-735b-4845-8af0-0b1bc888e445,TCGA-XV-AAZY-01A-12,1.87,,6b2ed971-74e5-432f-b6fe-af6160013ce3,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.35,7.5,UV Spec,released,TCGA-XV-AAZY-01A-12R,
TCGA-SKCM,b2fbea07-eede-4ab1-994a-da26583a5106,TCGA-XV-AAZY,89b2d64f-450f-4fbd-8a89-5b81792e67fa,TCGA-XV-AAZY-01A,adddf130-3c88-413f-9c74-2ea68ea26e0c,TCGA-XV-AAZY-01A-31-A645-42,,,8fa0136e-d59d-4883-8f6a-7111afeec8e5,,DNA,,,,,,,,,released,TCGA-XV-AAZY-01A-31-A645-42-X030-S05,
TCGA-SKCM,eff78af6-0f68-49b9-866b-0d511606f2b1,TCGA-BF-A1PV,090debb2-290d-49dd-b642-7f01c99a795c,TCGA-BF-A1PV-01A,3806a701-21f1-4863-8d98-b052f66aff51,TCGA-BF-A1PV-01A-11,,,0e4bd9ed-0eef-4894-8262-82095211bf06,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A1PV-01A-11D,
TCGA-SKCM,6a1966c3-7f01-4304-b4a1-c4ef683b179a,TCGA-FS-A1Z0,56e023e3-67fd-4361-8ba5-79b69efa4ebc,TCGA-FS-A1Z0-10A,276a2931-1848-4ee7-a1e2-fbc96a384bbe,TCGA-FS-A1Z0-10A-01,,,10b8f156-b307-4211-b94d-52b01b806743,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FS-A1Z0-10A-01D,
TCGA-SKCM,6a1966c3-7f01-4304-b4a1-c4ef683b179a,TCGA-FS-A1Z0,56e023e3-67fd-4361-8ba5-79b69efa4ebc,TCGA-FS-A1Z0-10A,276a2931-1848-4ee7-a1e2-fbc96a384bbe,TCGA-FS-A1Z0-10A-01,,,a87674ba-2ffd-4c85-8952-6dacc2ec330e,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FS-A1Z0-10A-01W,
TCGA-SKCM,eff78af6-0f68-49b9-866b-0d511606f2b1,TCGA-BF-A1PV,090debb2-290d-49dd-b642-7f01c99a795c,TCGA-BF-A1PV-01A,3806a701-21f1-4863-8d98-b052f66aff51,TCGA-BF-A1PV-01A-11,,,278a5301-ed0f-4804-8d5f-9611a1a0db38,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A1PV-01A-11W,
TCGA-SKCM,eff78af6-0f68-49b9-866b-0d511606f2b1,TCGA-BF-A1PV,090debb2-290d-49dd-b642-7f01c99a795c,TCGA-BF-A1PV-01A,3806a701-21f1-4863-8d98-b052f66aff51,TCGA-BF-A1PV-01A-11,1.85,,97395e92-a29e-4f3e-8ecd-b6f4b0df4560,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.8,7.8,UV Spec,released,TCGA-BF-A1PV-01A-11R,
TCGA-SKCM,eff78af6-0f68-49b9-866b-0d511606f2b1,TCGA-BF-A1PV,0cc75509-dcda-41fa-a4bb-2bfa77e7e9d4,TCGA-BF-A1PV-10A,714245db-7ccc-4c27-9971-15723eeb79d8,TCGA-BF-A1PV-10A-01,,,0921407d-c858-47eb-a47e-f2f1bbe08713,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A1PV-10A-01D,
TCGA-SKCM,eff78af6-0f68-49b9-866b-0d511606f2b1,TCGA-BF-A1PV,0cc75509-dcda-41fa-a4bb-2bfa77e7e9d4,TCGA-BF-A1PV-10A,714245db-7ccc-4c27-9971-15723eeb79d8,TCGA-BF-A1PV-10A-01,,,42de2fc0-98bc-44b7-a7fa-60f196d0a512,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A1PV-10A-01W,
TCGA-SKCM,4e9d1a69-1f10-4500-9dda-f8eb1ccc6576,TCGA-EB-A4IQ,6e7cdf23-dba4-42fe-b475-9c6e5aad211a,TCGA-EB-A4IQ-10A,9ac51b1b-cf8f-4c59-b2d1-ef0c6122ed03,TCGA-EB-A4IQ-10A-01,,,60756a47-2398-4bb9-af19-ee92f59f5113,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A4IQ-10A-01W,
TCGA-SKCM,d84d9c7b-b464-4ea1-8c39-9c929bb34c08,TCGA-EE-A17Z,4437e957-ce91-4905-9e74-32a4bff9d595,TCGA-EE-A17Z-06A,bee4a29e-9212-4800-bca8-873ba58a128f,TCGA-EE-A17Z-06A-11,,,26db5487-42c8-4cfd-99c2-d5009c6f374c,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A17Z-06A-11W,
TCGA-SKCM,d84d9c7b-b464-4ea1-8c39-9c929bb34c08,TCGA-EE-A17Z,4437e957-ce91-4905-9e74-32a4bff9d595,TCGA-EE-A17Z-06A,bee4a29e-9212-4800-bca8-873ba58a128f,TCGA-EE-A17Z-06A-11,1.79,,361d208d-8f00-46dc-be38-2982432e0fe6,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,2.0,8.9,UV Spec,released,TCGA-EE-A17Z-06A-11R,
TCGA-SKCM,d84d9c7b-b464-4ea1-8c39-9c929bb34c08,TCGA-EE-A17Z,4437e957-ce91-4905-9e74-32a4bff9d595,TCGA-EE-A17Z-06A,bee4a29e-9212-4800-bca8-873ba58a128f,TCGA-EE-A17Z-06A-11,,,ca063561-8a7e-4f18-a36d-6255bbf7d9b6,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EE-A17Z-06A-11D,
TCGA-SKCM,d84d9c7b-b464-4ea1-8c39-9c929bb34c08,TCGA-EE-A17Z,4fd949fb-329f-4a9d-8f49-42c50d3a512a,TCGA-EE-A17Z-10A,79cb1ccb-36b3-474f-8646-dd8a04c5e577,TCGA-EE-A17Z-10A-01,,,654f3d2b-9670-4cef-b20a-9ea5d7d0cc77,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A17Z-10A-01W,
TCGA-SKCM,d84d9c7b-b464-4ea1-8c39-9c929bb34c08,TCGA-EE-A17Z,4fd949fb-329f-4a9d-8f49-42c50d3a512a,TCGA-EE-A17Z-10A,79cb1ccb-36b3-474f-8646-dd8a04c5e577,TCGA-EE-A17Z-10A-01,,,d5a67582-a4e7-4515-befc-ce53a567f37b,,DNA,D,,0.16,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-EE-A17Z-10A-01D,
TCGA-SKCM,6993bc23-cd58-4761-bb77-3a3dcc2f7a1b,TCGA-DA-A1I1,1ef9c9fb-faef-4c8c-b4fd-ed63fe2099e3,TCGA-DA-A1I1-10A,9d294e9c-69e0-49f4-9ae5-edb54892f5f5,TCGA-DA-A1I1-10A-01,,,c7a27dae-33b3-4b2d-8e43-e632a2bb97d8,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-DA-A1I1-10A-01W,
TCGA-SKCM,6993bc23-cd58-4761-bb77-3a3dcc2f7a1b,TCGA-DA-A1I1,1ef9c9fb-faef-4c8c-b4fd-ed63fe2099e3,TCGA-DA-A1I1-10A,9d294e9c-69e0-49f4-9ae5-edb54892f5f5,TCGA-DA-A1I1-10A-01,,,eee2ca04-b79e-40e8-b6a8-6ce905371374,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-DA-A1I1-10A-01D,
TCGA-SKCM,6993bc23-cd58-4761-bb77-3a3dcc2f7a1b,TCGA-DA-A1I1,75b7799b-4aa0-475c-b92a-e7a1c9419645,TCGA-DA-A1I1-06A,d4a3609a-9f86-415c-9dad-6cd72f671980,TCGA-DA-A1I1-06A-12,,,70c29b45-82ff-4d79-9507-244117cacbc3,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-DA-A1I1-06A-12W,
TCGA-SKCM,6993bc23-cd58-4761-bb77-3a3dcc2f7a1b,TCGA-DA-A1I1,75b7799b-4aa0-475c-b92a-e7a1c9419645,TCGA-DA-A1I1-06A,d4a3609a-9f86-415c-9dad-6cd72f671980,TCGA-DA-A1I1-06A-12,,,9be7fb31-a7c5-40fd-ac2c-5e96b546c8fe,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-DA-A1I1-06A-12D,
TCGA-SKCM,6993bc23-cd58-4761-bb77-3a3dcc2f7a1b,TCGA-DA-A1I1,75b7799b-4aa0-475c-b92a-e7a1c9419645,TCGA-DA-A1I1-06A,d4a3609a-9f86-415c-9dad-6cd72f671980,TCGA-DA-A1I1-06A-12,1.76,,c4808d31-5348-4c42-96be-75258d76302b,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.6,8.4,UV Spec,released,TCGA-DA-A1I1-06A-12R,
TCGA-SKCM,8352cbb0-10e7-40bd-96f0-1e982ab4c07b,TCGA-BF-A5EO,6365698e-e3bf-4a9f-9361-a5f18488bf1a,TCGA-BF-A5EO-01A,76506e30-03d6-4c26-a2b4-2ae1a518f698,TCGA-BF-A5EO-01A-12,1.82,,1a9a7a34-fd52-4f96-b01a-4a297e58b6c2,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.28,8.4,UV Spec,released,TCGA-BF-A5EO-01A-12R,
TCGA-SKCM,8352cbb0-10e7-40bd-96f0-1e982ab4c07b,TCGA-BF-A5EO,6365698e-e3bf-4a9f-9361-a5f18488bf1a,TCGA-BF-A5EO-01A,76506e30-03d6-4c26-a2b4-2ae1a518f698,TCGA-BF-A5EO-01A-12,,,6ce09be5-8c6e-4436-8557-83f2fba1fa80,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A5EO-01A-12D,
TCGA-SKCM,8352cbb0-10e7-40bd-96f0-1e982ab4c07b,TCGA-BF-A5EO,6365698e-e3bf-4a9f-9361-a5f18488bf1a,TCGA-BF-A5EO-01A,76506e30-03d6-4c26-a2b4-2ae1a518f698,TCGA-BF-A5EO-01A-12,,,c32d8a7d-19e7-4307-90f1-53b032b4d6e1,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A5EO-01A-12W,
TCGA-SKCM,8352cbb0-10e7-40bd-96f0-1e982ab4c07b,TCGA-BF-A5EO,da15bc7a-9fce-4fed-ad25-2e9770c9e2c4,TCGA-BF-A5EO-10A,facbcc32-f71f-4154-a068-3abc321e6a1a,TCGA-BF-A5EO-10A-01,,,7b3d6590-9cb4-42f0-9e7d-2f7b80f73b6f,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A5EO-10A-01D,
TCGA-SKCM,8352cbb0-10e7-40bd-96f0-1e982ab4c07b,TCGA-BF-A5EO,da15bc7a-9fce-4fed-ad25-2e9770c9e2c4,TCGA-BF-A5EO-10A,facbcc32-f71f-4154-a068-3abc321e6a1a,TCGA-BF-A5EO-10A-01,,,b80e44a4-dc64-4fef-9dbe-5bbc853db710,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A5EO-10A-01W,
TCGA-SKCM,3e39c93e-ccae-48d5-9b27-62dae0e75c07,TCGA-BF-AAP7,de9f9ce9-9e6d-4137-816c-d35b3fe249cc,TCGA-BF-AAP7-10A,3cc6bbfc-b3b2-4ff8-962e-e745e087d6eb,TCGA-BF-AAP7-10A-01,,,f17da9c0-18dc-4c8a-96ae-1d61ca1de1d7,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP7-10A-01D,
TCGA-SKCM,3e39c93e-ccae-48d5-9b27-62dae0e75c07,TCGA-BF-AAP7,efdd50e9-d9a8-4a64-86f6-1363dcc45694,TCGA-BF-AAP7-01A,7fdac562-6b3a-4a9e-921f-05ad663dcdf5,TCGA-BF-AAP7-01A-11,,,58a08c70-42dd-405d-9ebf-ebc3ed1e3e93,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP7-01A-11D,
TCGA-SKCM,3e39c93e-ccae-48d5-9b27-62dae0e75c07,TCGA-BF-AAP7,efdd50e9-d9a8-4a64-86f6-1363dcc45694,TCGA-BF-AAP7-01A,7fdac562-6b3a-4a9e-921f-05ad663dcdf5,TCGA-BF-AAP7-01A-11,1.88,,beee0665-bb58-49cb-b29d-bd84a0f99d55,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.26,7.7,UV Spec,released,TCGA-BF-AAP7-01A-11R,
TCGA-SKCM,4e9d1a69-1f10-4500-9dda-f8eb1ccc6576,TCGA-EB-A4IQ,6e7cdf23-dba4-42fe-b475-9c6e5aad211a,TCGA-EB-A4IQ-10A,9ac51b1b-cf8f-4c59-b2d1-ef0c6122ed03,TCGA-EB-A4IQ-10A-01,,,88c4e28d-6364-45cd-80b3-8c15e5d822b4,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4IQ-10A-01D,
TCGA-SKCM,4e9d1a69-1f10-4500-9dda-f8eb1ccc6576,TCGA-EB-A4IQ,f924e10e-6cd3-49c4-b70d-56ad965c422e,TCGA-EB-A4IQ-01A,91d663f8-7ef6-4390-aadb-7758cf47cdf0,TCGA-EB-A4IQ-01A-12,,,6d1f4ba4-2ca2-488c-a824-2093ce6c8b2c,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A4IQ-01A-12W,
TCGA-SKCM,4e9d1a69-1f10-4500-9dda-f8eb1ccc6576,TCGA-EB-A4IQ,f924e10e-6cd3-49c4-b70d-56ad965c422e,TCGA-EB-A4IQ-01A,91d663f8-7ef6-4390-aadb-7758cf47cdf0,TCGA-EB-A4IQ-01A-12,,,abb4248b-dbc8-4bdc-b1c1-72a6db0c9cc5,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4IQ-01A-12D,
TCGA-SKCM,4e9d1a69-1f10-4500-9dda-f8eb1ccc6576,TCGA-EB-A4IQ,f924e10e-6cd3-49c4-b70d-56ad965c422e,TCGA-EB-A4IQ-01A,91d663f8-7ef6-4390-aadb-7758cf47cdf0,TCGA-EB-A4IQ-01A-12,1.89,,c725be37-6311-4907-9649-cfdfb42f1e5a,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.67,8.4,UV Spec,released,TCGA-EB-A4IQ-01A-12R,
TCGA-SKCM,caaf50a4-13b5-4003-b52f-e5f9780f9f94,TCGA-EB-A3XE,0a1ce33e-b670-4fef-b9d9-4caf517b2f44,TCGA-EB-A3XE-10A,84691d70-3d12-47b7-8fca-3f19a8b6332b,TCGA-EB-A3XE-10A-01,,,37cd9850-409c-496f-a010-fb40f7fb93c9,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A3XE-10A-01D,
TCGA-SKCM,caaf50a4-13b5-4003-b52f-e5f9780f9f94,TCGA-EB-A3XE,0a1ce33e-b670-4fef-b9d9-4caf517b2f44,TCGA-EB-A3XE-10A,84691d70-3d12-47b7-8fca-3f19a8b6332b,TCGA-EB-A3XE-10A-01,,,ceba506f-dfed-45a5-8b71-025e46486493,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A3XE-10A-01W,
TCGA-SKCM,caaf50a4-13b5-4003-b52f-e5f9780f9f94,TCGA-EB-A3XE,a4709d9d-7df5-4193-96f8-5c6dcb79e8f4,TCGA-EB-A3XE-01A,307702f7-db57-4eea-81df-66cf6df129bd,TCGA-EB-A3XE-01A-12,,,426661ac-d25e-4e50-b0de-4d30420f9c92,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A3XE-01A-12W,
